project_id,compound_id,smiles,series,pIC50,logD,solubility_uM,microsomal_CLint,hERG_IC50_uM,Caco2_Papp,assay_date
GPCR002,GPCR002-174,CCN1CCN(CCc2ccc(NC=O)cc2N)CC1,F,6.09,0.91,260.0,20.0,35.3,12.3,2026-02-12
GPCR002,GPCR002-175,CCOc1ccc(CCN(C)C)c(OC)c1CCO,F,6.56,1.52,260.0,32.6,33.1,11.7,2026-02-16
GPCR002,GPCR002-176,Cc1cc(N)ccc1CCN1CCCCC1,F,5.42,2.96,39.8,32.1,25.6,14.1,2026-02-21
GPCR002,GPCR002-177,CCc1ccc(CCN2CCN(Cl)CC2)c(C(F)(F)F)c1,F,6.63,3.59,1.9,51.0,19.8,15.5,2026-02-23
GPCR002,GPCR002-178,CON1CCN(CCc2ccc(NC=O)cc2C#N)CC1,F,5.96,1.03,260.0,23.3,48.8,8.8,2026-02-26
GPCR002,GPCR002-179,CCN1CCN(CCc2ccc(Cl)cc2Cl)CC1,F,5.91,3.36,5.4,45.8,20.6,13.5,2026-02-26
GPCR002,GPCR002-180,Nc1ccc(CNC(=O)c2ccc(CCO)cc2)c(N)c1,F,5.75,1.25,260.0,29.6,46.4,2.9,2026-02-28
PROT003,PROT003-001,Cc1cc(C(F)(F)F)ccc1CNC(=O)c1cccc(C#N)n1,A,6.81,3.61,10.9,35.0,24.1,15.0,2026-01-14
PROT003,PROT003-002,CNc1cc(C)ccc1CNC(=O)c1cccc(C)n1,A,5.47,2.78,72.5,44.5,26.0,12.8,2026-01-11
PROT003,PROT003-003,O=C(NCc1ccc(F)cc1S)c1cccc(C(F)(F)F)n1,A,5.99,3.54,5.7,43.5,17.4,14.7,2026-01-18
PROT003,PROT003-004,O=C(Nc1ccc(N2CCOCC2)c(O)c1)c1ccc(Cl)c(C(F)(F)F)c1,A,7.15,4.38,1.7,57.7,9.4,15.6,2026-01-17
PROT003,PROT003-005,O=C(NCc1ccc(Cl)cc1F)c1cccc(F)n1,A,5.58,3.25,11.9,39.0,26.2,12.3,2026-01-21
PROT003,PROT003-006,CNc1cc(OC)ccc1CNC(=O)c1cccc(O)n1,A,5.37,2.07,260.0,22.9,34.6,9.3,2026-01-22
PROT003,PROT003-007,Nc1cc(CO)ccc1NC(=O)c1ccc(OCCN2CCOCC2)c(O)c1,A,6.03,1.81,260.0,33.0,33.8,5.3,2026-01-22
PROT003,PROT003-008,CCOc1ccc(C(=O)Nc2ccc(N3CCN(C)CC3)cc2OC)cc1,A,6.40,3.46,8.1,56.4,16.2,17.2,2026-01-23
PROT003,PROT003-009,CCc1cccc(C(=O)NCc2ccc(O)cc2C)n1,A,5.56,3.11,93.3,44.7,25.4,16.9,2026-01-26
PROT003,PROT003-010,N#Cc1cccc(C(=O)NCc2ccc(CN)cc2S)n1,A,5.38,2.32,260.0,30.6,35.4,7.9,2026-01-29
PROT003,PROT003-011,CCc1ccc(CNC(=O)c2cccc(F)n2)c(F)c1,A,5.45,3.19,11.3,37.1,16.9,18.4,2026-01-27
PROT003,PROT003-012,Cc1cc(C(F)(F)F)ccc1NC(=O)c1ccc(OCCN2CCOCC2)c(C#N)c1,A,6.59,4.32,1.2,76.3,9.1,13.8,2026-02-03
PROT003,PROT003-013,CCc1ccc(C(=O)Nc2ccc(N3CCOCC3)c(OC)c2)cc1CC,A,6.41,4.49,1.5,58.0,18.9,17.1,2026-02-07
PROT003,PROT003-014,COc1ccc(CNC(=O)c2cccc(O)n2)c(C)c1,A,5.39,2.26,184.8,33.6,36.3,12.3,2026-02-08
PROT003,PROT003-015,CCc1cc(F)ccc1NC(=O)c1ccc(OCCN2CCOCC2)c(CO)c1,A,6.74,2.81,43.0,57.6,29.8,15.0,2026-02-11
PROT003,PROT003-016,Cc1cc(C#N)ccc1NC(=O)c1ccc(OCCN2CCOCC2)c(C#N)c1,A,6.52,2.96,39.1,52.9,18.4,12.5,2026-02-06
PROT003,PROT003-017,CCc1cc(NC(=O)c2ccc(N)c(C)c2)ccc1N1CCOCC1,A,6.06,3.21,30.3,43.1,31.3,13.0,2026-02-14
PROT003,PROT003-018,COc1cccc(C(=O)NCc2ccc(N)cc2OC=O)n1,A,5.00,1.59,260.0,18.3,40.3,7.6,2026-02-13
PROT003,PROT003-019,COc1ccc(NC(=O)c2ccc(OCCN3CCOCC3)c(C#N)c2)c(Cl)c1,A,6.49,3.83,6.5,62.9,6.8,12.0,2026-02-18
PROT003,PROT003-020,CN1CCN(c2ccc(NC(=O)c3ccc(N)cc3)c(Cl)c2)CC1,A,6.60,3.13,14.7,39.9,30.5,16.5,2026-02-18
PROT003,PROT003-021,CCc1cc(NC(=O)c2ccc(OC=O)c(F)c2)ccc1N1CCOCC1,A,5.91,2.87,37.0,52.5,25.6,14.2,2026-02-16
PROT003,PROT003-022,CCc1cc(C(=O)Nc2ccc(N3CCOCC3)c(CO)c2)ccc1NC,A,6.15,3.16,70.0,52.4,23.5,15.6,2026-02-22
PROT003,PROT003-023,CCc1ccc(CNC(=O)c2cccc(C)n2)c(F)c1,A,5.36,3.41,19.0,51.1,16.6,15.0,2026-02-27
PROT003,PROT003-024,CNc1cc(C)ccc1NC(=O)c1ccc(OCCN2CCOCC2)c(O)c1,A,6.37,3.35,33.7,43.7,18.9,11.4,2026-02-27
PROT003,PROT003-025,COc1cccc(C(=O)NCc2ccc(O)cc2N)n1,A,5.03,1.58,260.0,10.6,42.2,7.7,2026-02-26
PROT003,PROT003-026,COc1ccc(C(=O)Nc2ccc(N3CCOCC3)c(O)c2)cc1CN,A,5.75,1.98,260.0,41.3,36.1,9.1,2026-03-03
PROT003,PROT003-027,O=C(NCc1ccc(CO)cc1S)c1cccc(CO)n1,A,5.34,1.70,260.0,17.9,39.5,8.5,2026-03-04
PROT003,PROT003-028,CCc1ccc(CNC(=O)c2cccc(N)n2)c(F)c1,A,5.47,2.54,104.3,28.6,29.5,14.2,2026-03-05
PROT003,PROT003-029,NCc1cc(NC(=O)c2ccc(Cl)c(F)c2)ccc1N1CCOCC1,A,6.38,2.89,19.6,37.3,30.6,13.2,2026-03-08
PROT003,PROT003-030,CCc1cc(CO)ccc1CNC(=O)c1cccc(CO)n1,A,5.00,1.96,260.0,29.9,38.8,8.8,2026-03-11
PROT003,PROT003-031,CCOc1ccc(C(=O)Nc2ccc(N3CCN(C)CC3)cc2Cl)cc1,B,6.07,4.11,2.9,56.2,15.5,16.1,2026-03-14
PROT003,PROT003-032,Cc1cccc(C(=O)NCc2ccc(C#N)cc2O)n1,B,5.21,2.03,260.0,16.2,31.8,7.5,2026-03-15
PROT003,PROT003-033,CCOc1ccc(C(=O)Nc2ccc(N3CCOCC3)c(C(F)(F)F)c2)cc1CC,B,6.44,5.43,1.0,75.8,3.1,15.7,2026-03-15
PROT003,PROT003-034,O=CNc1cc(CCO)ccc1CNC(=O)c1cccc(CCO)n1,B,5.36,0.61,260.0,16.2,48.1,5.6,2026-03-18
PROT003,PROT003-035,Cc1cc(C(=O)Nc2ccc(N3CCOCC3)c(CO)c2)ccc1OC=O,B,5.98,2.34,190.5,33.0,24.1,13.3,2026-03-19
PROT003,PROT003-036,CCc1ccc(NC(=O)c2ccc(OCCN3CCOCC3)c(CC)c2)c(S)c1,B,6.66,4.67,1.3,58.5,13.4,15.6,2026-03-18
PROT003,PROT003-037,CCc1ccc(C(=O)Nc2ccc(N3CCOCC3)c(C#N)c2)cc1C#N,B,6.20,3.50,36.6,41.4,18.6,12.9,2026-03-21
PROT003,PROT003-038,O=C(NCc1ccc(O)cc1Br)c1cccc(F)n1,B,6.22,2.93,34.3,28.8,25.4,13.3,2026-03-23
PROT003,PROT003-039,CCOc1ccc(C(=O)Nc2ccc(N3CCOCC3)c(CC)c2)cc1O,B,6.33,4.02,7.5,41.6,16.4,15.8,2026-03-28
PROT003,PROT003-040,CCc1ccc(NC(=O)c2ccc(OCCN3CCOCC3)c(CN)c2)c(N)c1,B,6.26,2.40,260.0,40.7,24.2,8.5,2026-03-27
PROT003,PROT003-041,COc1cc(C(=O)Nc2ccc(CN)cc2Br)ccc1OCCN1CCOCC1,B,6.39,2.54,12.6,42.7,23.5,11.2,2026-03-31
PROT003,PROT003-042,Cc1ccc(C(=O)Nc2ccc(N3CCOCC3)c(Cl)c2)cc1O,B,6.21,3.98,3.1,43.1,22.2,15.9,2026-03-31
PROT003,PROT003-043,O=C(Nc1ccc(C(F)(F)F)cc1O)c1ccc(OCCN2CCOCC2)c(CCO)c1,B,6.23,3.17,22.1,59.9,22.3,15.5,2026-04-05
PROT003,PROT003-044,N#Cc1cc(C(=O)Nc2ccc(N3CCOCC3)c(C(F)(F)F)c2)ccc1N,B,6.36,3.32,33.6,35.4,24.2,8.7,2026-04-07
PROT003,PROT003-045,CCc1cccc(C(=O)NCc2ccc(C(F)(F)F)cc2NC=O)n1,B,6.48,3.49,52.4,57.7,17.2,13.4,2026-04-11
PROT003,PROT003-046,Cc1ccc(C(=O)Nc2ccc(O)cc2N2CCOCC2)cc1,B,5.90,3.05,83.3,29.1,23.5,17.0,2026-04-09
PROT003,PROT003-047,N#Cc1ccc(NC(=O)c2ccc(OCCN3CCOCC3)c(N)c2)c(N)c1,B,5.90,1.76,260.0,29.9,40.6,5.0,2026-04-16
PROT003,PROT003-048,COc1ccc(CNC(=O)c2cccc(N)n2)c(NC=O)c1,B,5.31,1.20,260.0,23.1,36.6,7.5,2026-04-16
PROT003,PROT003-049,COc1cc(CCO)ccc1CNC(=O)c1cccc(N)n1,B,5.31,1.48,260.0,19.2,41.4,5.8,2026-04-14
PROT003,PROT003-050,COc1ccc(NC(=O)c2ccc(OCCN3CCOCC3)c(CCO)c2)c(NC=O)c1,B,5.58,2.01,260.0,48.1,35.0,8.3,2026-04-22
PROT003,PROT003-051,N#Cc1cc(C(=O)Nc2ccc(N3CCOCC3)c(Cl)c2)ccc1OC=O,B,6.48,3.05,26.1,46.1,20.5,14.7,2026-04-21
PROT003,PROT003-052,CCOc1ccc(NC(=O)c2ccc(OC)cc2)c(N2CCOCC2)c1,B,6.12,3.71,12.6,50.1,12.8,16.6,2026-04-22
PROT003,PROT003-053,CCc1cccc(C(=O)NCc2ccc(OC)cc2CC)n1,B,5.84,2.99,18.6,38.0,28.5,15.0,2026-04-27
PROT003,PROT003-054,Nc1ccc(NC(=O)c2ccc(OCCN3CCOCC3)c(N)c2)c(Br)c1,B,6.29,2.78,39.1,51.9,28.1,10.4,2026-04-26
PROT003,PROT003-055,CCc1cc(C(=O)Nc2ccc(Cl)cc2N)ccc1OCCN1CCOCC1,B,6.69,4.03,1.6,58.9,20.6,12.8,2026-05-01
PROT003,PROT003-056,CNc1cc(F)ccc1CNC(=O)c1cccc(N)n1,B,5.08,1.96,260.0,27.1,33.9,8.4,2026-05-03
PROT003,PROT003-057,CCc1cc(C(=O)Nc2ccc(N3CCOCC3)c(Cl)c2)ccc1O,B,6.54,3.74,6.2,54.8,15.9,18.2,2026-05-04
PROT003,PROT003-058,CCc1ccc(NC(=O)c2ccc(O)cc2)c(N2CCOCC2)c1,B,5.84,3.27,7.0,39.5,22.3,14.7,2026-05-01
PROT003,PROT003-059,COc1cccc(C(=O)NCc2ccc(C)cc2OC)n1,B,5.67,2.72,106.8,41.6,31.7,14.7,2026-05-10
PROT003,PROT003-060,CCOc1cc(CO)ccc1NC(=O)c1ccc(OCCN2CCOCC2)c(CN)c1,B,5.76,2.39,135.9,43.8,32.3,10.8,2026-05-09
PROT003,PROT003-061,CCOc1ccc(C(=O)Nc2ccc(N3CCOCC3)c(CC)c2)cc1CN,C,6.29,3.28,32.7,52.6,25.5,11.6,2026-05-12
PROT003,PROT003-062,Nc1cc(C(F)(F)F)ccc1NC(=O)c1ccc(OCCN2CCOCC2)c(CO)c1,C,6.18,3.64,2.0,40.9,19.1,14.2,2026-05-15
PROT003,PROT003-063,Cc1ccc(NC(=O)c2ccc(OCCN3CCOCC3)c(C)c2)c(Br)c1,C,6.80,3.84,2.1,59.4,8.8,15.5,2026-05-18
PROT003,PROT003-064,N#Cc1ccc(NC(=O)c2ccc(OCCN3CCOCC3)c(CO)c2)c(OC=O)c1,C,5.97,1.76,242.2,42.4,29.4,9.4,2026-05-18
PROT003,PROT003-065,CCOc1ccc(C(=O)Nc2ccc(N3CCOCC3)c(CN)c2)cc1CC,C,6.87,3.61,5.7,56.2,18.4,14.0,2026-05-15
PROT003,PROT003-066,CCc1cc(C(F)(F)F)ccc1CNC(=O)c1cccc(OC)n1,C,6.05,4.04,2.1,53.7,18.3,18.5,2026-05-21
PROT003,PROT003-067,COc1cc(Cl)ccc1NC(=O)c1ccc(OCCN2CCOCC2)c(OC)c1,C,7.02,3.62,13.1,56.7,16.6,15.9,2026-05-25
PROT003,PROT003-068,O=C(Nc1ccc(F)cc1Br)c1ccc(OCCN2CCOCC2)c(Cl)c1,C,5.93,3.95,1.8,61.7,16.4,15.0,2026-05-22
PROT003,PROT003-069,CCc1ccc(CNC(=O)c2cccc(Cl)n2)c(F)c1,C,5.57,3.63,12.3,45.9,24.9,13.5,2026-05-24
PROT003,PROT003-070,O=C(NCc1ccc(F)cc1O)c1cccc(CCO)n1,C,5.39,1.30,260.0,27.1,44.9,7.9,2026-06-01
PROT003,PROT003-071,CCc1cccc(C(=O)NCc2ccc(C(F)(F)F)cc2O)n1,C,5.94,3.29,54.9,39.5,27.5,12.8,2026-05-30
PROT003,PROT003-072,O=C(Nc1ccc(N2CCOCC2)c(CO)c1)c1ccc(Br)c(F)c1,C,6.67,3.84,2.9,44.0,17.0,12.8,2026-06-03
PROT003,PROT003-073,NCc1ccc(NC(=O)c2ccc(OCCN3CCOCC3)c(C(F)(F)F)c2)c(N)c1,C,5.86,2.66,110.4,52.9,32.9,12.0,2026-06-06
PROT003,PROT003-074,CCc1ccc(CNC(=O)c2cccc(CCO)n2)c(Cl)c1,C,6.24,2.96,75.7,45.5,25.5,13.5,2026-06-06
PROT003,PROT003-075,NCc1ccc(NC(=O)c2ccc(OCCN3CCOCC3)c(F)c2)c(N)c1,C,6.18,2.32,207.6,40.5,20.7,12.0,2026-06-06
PROT003,PROT003-076,Nc1cc(C(=O)Nc2ccc(C(F)(F)F)cc2Br)ccc1OCCN1CCOCC1,C,5.91,4.15,1.6,65.0,11.2,14.7,2026-01-05
PROT003,PROT003-077,CCOc1cc(N)ccc1CNC(=O)c1cccc(F)n1,C,5.00,2.60,107.1,34.6,20.9,11.5,2026-01-05
PROT003,PROT003-078,CCc1ccc(C(=O)Nc2ccc(N3CCOCC3)c(CCO)c2)cc1C,C,6.91,3.25,24.6,44.3,22.7,14.6,2026-01-10
PROT003,PROT003-079,Nc1cc(Cl)ccc1CNC(=O)c1cccc(CO)n1,C,5.06,1.56,260.0,32.8,45.1,5.7,2026-01-08
PROT003,PROT003-080,N#Cc1cc(C(=O)Nc2ccc(N3CCOCC3)c(N)c2)ccc1S,C,6.20,3.14,89.5,29.0,20.8,8.2,2026-01-16
PROT003,PROT003-081,O=C(Nc1ccc(Cl)cc1F)c1ccc(OCCN2CCOCC2)c(CCO)c1,C,6.53,3.00,22.8,47.4,24.0,14.2,2026-01-13
PROT003,PROT003-082,COc1cc(CN)ccc1NC(=O)c1ccc(OCCN2CCOCC2)c(C(F)(F)F)c1,C,6.18,3.08,14.7,57.7,27.2,14.1,2026-01-20
PROT003,PROT003-083,CN1CCN(c2ccc(NC(=O)c3ccc(Cl)cc3)c(F)c2)CC1,C,6.06,3.58,1.2,58.7,17.2,16.5,2026-01-18
PROT003,PROT003-084,N#Cc1ccc(NC(=O)c2ccc(OCCN3CCOCC3)c(O)c2)c(NC=O)c1,C,6.12,1.51,260.0,34.7,44.2,4.2,2026-01-22
PROT003,PROT003-085,CCOc1cc(N)ccc1CNC(=O)c1cccc(N)n1,C,5.26,1.91,260.0,15.2,35.5,4.0,2026-01-21
PROT003,PROT003-086,N#Cc1ccc(NC(=O)c2ccc(OCCN3CCOCC3)c(Cl)c2)c(Cl)c1,C,6.97,3.63,5.0,53.5,15.2,12.5,2026-01-23
PROT003,PROT003-087,COc1cc(C(=O)Nc2ccc(N3CCOCC3)c(O)c2)ccc1NC=O,C,6.30,2.54,127.6,40.0,26.0,8.2,2026-01-28
PROT003,PROT003-088,Nc1cc(CO)ccc1NC(=O)c1ccc(OCCN2CCOCC2)c(F)c1,C,6.06,1.91,260.0,35.6,32.5,9.8,2026-01-30
PROT003,PROT003-089,Cc1ccc(NC(=O)c2ccc(OCCN3CCOCC3)c(CN)c2)c(OC=O)c1,C,6.24,2.18,224.2,45.6,36.9,11.0,2026-02-03
PROT003,PROT003-090,O=C(NCc1ccc(Cl)cc1Cl)c1cccc(F)n1,C,5.81,3.64,9.8,47.0,22.7,18.1,2026-01-31
PROT003,PROT003-091,Nc1cc(C(=O)Nc2ccc(N3CCOCC3)c(CO)c2)ccc1Br,D,6.40,2.93,31.2,39.3,22.9,10.7,2026-02-01
PROT003,PROT003-092,O=CNc1ccc(C(=O)Nc2ccc(N3CCOCC3)c(O)c2)cc1Cl,D,5.99,2.85,72.8,33.4,24.0,10.1,2026-02-10
PROT003,PROT003-093,Cc1ccc(C(=O)Nc2ccc(N3CCOCC3)c(C)c2)cc1Cl,D,5.90,4.36,1.4,56.4,10.6,16.2,2026-02-10
PROT003,PROT003-094,O=C(Nc1ccc(N2CCOCC2)c(C(F)(F)F)c1)c1ccc(Br)c(F)c1,D,6.35,5.06,1.0,56.7,1.0,15.7,2026-02-09
PROT003,PROT003-095,CNc1ccc(C(=O)Nc2ccc(N3CCOCC3)c(OC)c2)cc1O,D,6.07,2.96,55.5,46.8,24.7,10.0,2026-02-13
PROT003,PROT003-096,NCc1cc(C(=O)Nc2ccc(N3CCOCC3)c(CCO)c2)ccc1Cl,D,6.59,2.70,92.2,36.3,25.5,10.7,2026-02-14
PROT003,PROT003-097,CCc1cc(NC(=O)c2ccc(O)c(Cl)c2)ccc1N1CCOCC1,D,5.68,3.91,11.7,56.2,15.5,17.6,2026-02-19
PROT003,PROT003-098,COc1cccc(C(=O)NCc2ccc(CN)cc2NC=O)n1,D,5.26,1.53,260.0,24.7,37.3,7.9,2026-02-18
PROT003,PROT003-099,O=C(Nc1ccc(N2CCOCC2)c(Cl)c1)c1ccc(O)c(O)c1,D,6.31,2.50,260.0,33.1,27.7,7.2,2026-02-18
PROT003,PROT003-100,CCc1cc(C(=O)Nc2ccc(CCO)cc2F)ccc1OCCN1CCOCC1,D,6.76,3.21,8.0,58.1,21.7,13.7,2026-02-20
PROT003,PROT003-101,Cc1cc(C(F)(F)F)ccc1CNC(=O)c1cccc(CO)n1,D,6.21,3.42,55.5,34.9,22.5,9.2,2026-02-24
PROT003,PROT003-102,O=C(NCc1ccc(C(F)(F)F)cc1Br)c1cccc(CCO)n1,D,7.22,3.43,14.5,55.0,24.9,13.2,2026-02-24
PROT003,PROT003-103,CCc1ccc(CNC(=O)c2cccc(C#N)n2)c(S)c1,D,5.72,3.06,55.4,39.8,28.4,14.1,2026-02-25
PROT003,PROT003-104,COc1cc(CCO)ccc1CNC(=O)c1cccc(F)n1,D,5.26,1.95,260.0,36.4,33.3,12.6,2026-02-28
PROT003,PROT003-105,Nc1cc(C(=O)Nc2ccc(N3CCOCC3)c(CCO)c2)ccc1O,D,5.32,1.68,260.0,24.8,42.0,6.6,2026-03-06
PROT003,PROT003-106,CCc1ccc(CNC(=O)c2cccc(O)n2)c(Cl)c1,D,5.48,3.38,21.3,34.8,26.8,15.6,2026-03-09
PROT003,PROT003-107,NCc1cccc(C(=O)NCc2ccc(Cl)cc2Br)n1,D,6.23,2.90,25.7,46.5,34.0,13.8,2026-03-07
PROT003,PROT003-108,Cc1cc(N2CCN(C)CC2)ccc1NC(=O)c1ccc(N)cc1,D,6.13,2.88,56.8,33.0,20.7,14.0,2026-03-09
PROT003,PROT003-109,O=C(NCc1ccc(F)cc1O)c1cccc(C(F)(F)F)n1,D,6.18,3.03,73.7,35.6,22.0,12.7,2026-03-16
PROT003,PROT003-110,CCc1ccc(CNC(=O)c2cccc(CN)n2)c(OC=O)c1,D,5.30,1.71,260.0,41.5,44.8,5.9,2026-03-12
PROT003,PROT003-111,COc1cccc(C(=O)NCc2ccc(Cl)cc2C)n1,D,5.40,3.69,4.3,48.8,23.1,14.7,2026-03-17
PROT003,PROT003-112,N#Cc1cc(C(=O)Nc2ccc(N3CCOCC3)c(Cl)c2)ccc1S,D,6.79,3.96,5.5,58.0,18.5,12.1,2026-03-15
PROT003,PROT003-113,Cc1cc(NC(=O)c2ccc(NC=O)c(CN)c2)ccc1N1CCOCC1,D,6.15,2.64,131.3,42.4,24.3,11.3,2026-03-18
PROT003,PROT003-114,CCc1ccc(C(=O)Nc2ccc(N3CCOCC3)c(CO)c2)cc1N,D,6.15,2.70,157.9,34.5,23.6,14.0,2026-03-25
PROT003,PROT003-115,COc1cc(C(=O)Nc2ccc(N3CCOCC3)c(OC)c2)ccc1S,D,6.63,3.32,9.2,44.1,16.7,14.1,2026-03-24
PROT003,PROT003-116,COc1ccc(CNC(=O)c2cccc(CCO)n2)c(N)c1,D,5.00,1.18,260.0,17.6,39.5,5.6,2026-03-24
PROT003,PROT003-117,Nc1cc(C(=O)Nc2ccc(F)cc2OC=O)ccc1OCCN1CCOCC1,D,5.81,1.77,260.0,36.0,27.7,12.3,2026-04-01
PROT003,PROT003-118,Nc1cc(CO)ccc1CNC(=O)c1cccc(CO)n1,D,5.00,0.81,260.0,8.5,57.8,2.3,2026-04-03
PROT003,PROT003-119,O=C(NCc1ccc(CO)cc1Cl)c1cccc(O)n1,D,5.33,2.72,108.3,28.3,31.4,12.4,2026-04-04
PROT003,PROT003-120,CNc1cc(CCO)ccc1NC(=O)c1ccc(OCCN2CCOCC2)c(CN)c1,D,5.89,1.69,260.0,44.9,24.7,8.7,2026-04-02
PROT003,PROT003-121,CNc1cc(F)ccc1NC(=O)c1ccc(OCCN2CCOCC2)c(N)c1,E,6.38,2.34,260.0,47.6,24.3,11.2,2026-04-06
PROT003,PROT003-122,CCOc1cc(CO)ccc1CNC(=O)c1cccc(F)n1,E,5.74,2.03,163.8,39.4,38.5,11.3,2026-04-11
PROT003,PROT003-123,CCc1cccc(C(=O)NCc2ccc(O)cc2O)n1,E,5.00,1.70,260.0,24.1,37.5,11.5,2026-04-10
PROT003,PROT003-124,O=C(NCc1ccc(CCO)cc1F)c1cccc(O)n1,E,5.93,1.88,260.0,29.5,35.5,8.7,2026-04-15
PROT003,PROT003-125,N#Cc1ccc(NC(=O)c2ccc(OCCN3CCOCC3)c(CN)c2)c(Br)c1,E,6.19,3.28,30.6,51.9,11.8,10.6,2026-04-16
PROT003,PROT003-126,CCc1ccc(CNC(=O)c2cccc(C#N)n2)c(C)c1,E,5.78,2.78,94.1,26.3,30.9,14.1,2026-04-17
PROT003,PROT003-127,Nc1cc(F)ccc1NC(=O)c1ccc(OCCN2CCOCC2)c(C(F)(F)F)c1,E,6.75,3.88,3.4,56.9,19.6,15.1,2026-04-21
PROT003,PROT003-128,O=C(Nc1ccc(N2CCOCC2)c(CO)c1)c1ccc(Cl)c(CCO)c1,E,6.35,2.80,115.5,51.3,25.0,12.8,2026-04-20
PROT003,PROT003-129,Cc1cc(CO)ccc1NC(=O)c1ccc(OCCN2CCOCC2)c(CCO)c1,E,6.13,2.29,260.0,48.6,29.2,6.8,2026-04-19
PROT003,PROT003-130,Cc1cccc(C(=O)NCc2ccc(C(F)(F)F)cc2Br)n1,E,6.52,4.70,1.0,63.5,10.4,17.4,2026-04-27
PROT003,PROT003-131,CN1CCN(c2ccc(NC(=O)c3ccc(Cl)cc3)c(CO)c2)CC1,E,6.38,2.81,16.7,31.2,16.7,12.6,2026-04-24
PROT003,PROT003-132,CNc1ccc(C(=O)Nc2ccc(N3CCOCC3)c(Cl)c2)cc1C(F)(F)F,E,6.39,4.80,1.0,61.6,3.6,16.8,2026-04-30
PROT003,PROT003-133,N#Cc1cc(C(=O)Nc2ccc(N3CCOCC3)c(C#N)c2)ccc1O,E,5.89,2.56,214.0,28.9,29.0,10.0,2026-04-27
PROT003,PROT003-134,O=C(Nc1ccc(O)cc1Br)c1ccc(OCCN2CCOCC2)c(CCO)c1,E,6.01,2.68,47.1,52.0,33.5,12.0,2026-04-30
PROT003,PROT003-135,O=C(NCc1ccc(CCO)cc1O)c1cccc(F)n1,E,5.40,1.74,260.0,26.1,34.6,10.9,2026-05-07
PROT003,PROT003-136,N#Cc1cccc(C(=O)NCc2ccc(C(F)(F)F)cc2O)n1,E,6.19,2.65,111.3,33.6,33.6,10.0,2026-05-05
PROT003,PROT003-137,CCc1ccc(CNC(=O)c2cccc(CN)n2)c(Cl)c1,E,6.06,2.64,71.4,34.4,26.0,12.8,2026-05-05
PROT003,PROT003-138,CNc1cc(O)ccc1CNC(=O)c1cccc(C)n1,E,5.00,2.28,260.0,29.3,36.1,12.1,2026-05-10
PROT003,PROT003-139,COc1ccc(C(=O)Nc2ccc(N3CCOCC3)c(C#N)c2)cc1C,E,6.10,3.24,19.7,52.3,21.1,16.1,2026-05-09
PROT003,PROT003-140,CCOc1cc(C)ccc1CNC(=O)c1cccc(O)n1,E,5.57,2.69,260.0,30.7,33.0,10.6,2026-05-10
PROT003,PROT003-141,O=COc1ccc(C(=O)Nc2ccc(N3CCOCC3)c(Cl)c2)cc1C(F)(F)F,E,6.84,4.45,1.1,57.8,8.3,17.9,2026-05-13
PROT003,PROT003-142,CCc1cc(C(=O)Nc2ccc(N3CCOCC3)c(C)c2)ccc1C,E,5.96,4.26,1.5,60.5,17.8,17.0,2026-05-16
PROT003,PROT003-143,CCc1cc(C(F)(F)F)ccc1NC(=O)c1ccc(OCCN2CCOCC2)c(N)c1,E,6.41,4.16,1.7,59.3,11.4,16.8,2026-05-22
PROT003,PROT003-144,Cc1cccc(C(=O)NCc2ccc(CCO)cc2Cl)n1,E,5.77,2.31,62.3,29.4,30.4,14.6,2026-05-19
PROT003,PROT003-145,CCOc1ccc(C(=O)Nc2ccc(N3CCOCC3)c(O)c2)cc1C,E,6.41,3.12,59.2,43.5,22.8,17.0,2026-05-26
PROT003,PROT003-146,CCOc1ccc(C(=O)Nc2ccc(N3CCOCC3)c(Cl)c2)cc1CN,E,6.47,3.57,16.3,55.0,20.0,12.1,2026-05-27
PROT003,PROT003-147,Cc1cccc(C(=O)NCc2ccc(N)cc2Br)n1,E,6.06,3.12,30.2,38.7,25.4,11.9,2026-05-25
PROT003,PROT003-148,CCc1ccc(CNC(=O)c2cccc(C)n2)c(S)c1,E,5.62,3.09,6.5,34.2,28.3,15.2,2026-05-30
PROT003,PROT003-149,O=C(Nc1ccc(CO)cc1F)c1ccc(OCCN2CCOCC2)c(CCO)c1,E,6.43,1.64,260.0,47.9,24.4,8.5,2026-06-04
PROT003,PROT003-150,COc1cc(C(=O)Nc2ccc(N)cc2OC=O)ccc1OCCN1CCOCC1,E,5.81,1.86,260.0,46.5,24.9,11.2,2026-06-02
PROT003,PROT003-151,Nc1ccc(NC(=O)c2ccc(OCCN3CCOCC3)c(Cl)c2)c(S)c1,F,6.77,3.04,32.8,45.6,13.2,11.9,2026-06-07
PROT003,PROT003-152,N#Cc1ccc(CNC(=O)c2cccc(N)n2)c(Br)c1,F,5.32,2.69,119.9,37.1,26.0,10.3,2026-06-08
PROT003,PROT003-153,N#Cc1cccc(C(=O)NCc2ccc(CCO)cc2S)n1,F,5.82,2.11,260.0,33.3,34.0,9.6,2026-06-06
PROT003,PROT003-154,CCc1ccc(C(=O)Nc2ccc(N3CCOCC3)c(C)c2)cc1N,F,6.19,3.43,20.1,42.3,21.0,18.3,2026-01-08
